contractSymbol,strike,lastPrice,bid,ask,impliedVolatility,expiry,option_type,market_price,spot_price,sigma,ticker
JNJ260821P00245000,245.0,1.38,1.31,1.52,0.2655102746582031,2026-08-21,put,1.415,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00247500,247.5,1.78,1.65,1.88,0.2601392346191406,2026-08-21,put,1.765,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00250000,250.0,2.25,2.2,2.35,0.2563550927734375,2026-08-21,put,2.2750000000000004,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00252500,252.5,3.04,2.7,2.95,0.2541578491210938,2026-08-21,put,2.825,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00255000,255.0,3.54,3.35,3.7,0.253486469116211,2026-08-21,put,3.5250000000000004,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00257500,257.5,4.3,4.15,4.5,0.24994646545410154,2026-08-21,put,4.325,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00260000,260.0,5.3,5.05,5.45,0.2472609454345703,2026-08-21,put,5.25,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00262500,262.5,6.27,6.1,6.7,0.2503737072753906,2026-08-21,put,6.4,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00265000,265.0,8.75,6.6,8.55,0.2695385546875,2026-08-21,put,7.575,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00267500,267.5,10.17,8.0,9.9,0.266608896484375,2026-08-21,put,8.95,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00270000,270.0,10.5,10.0,10.7,0.2386550744628906,2026-08-21,put,10.35,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00280000,280.0,27.75,16.8,19.95,0.31952584777832027,2026-08-21,put,18.375,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00290000,290.0,37.19,25.1,28.25,0.32117378051757806,2026-08-21,put,26.675,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00300000,300.0,46.5,35.3,37.95,0.3734193518066406,2026-08-21,put,36.625,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00310000,310.0,57.95,44.65,48.65,0.4909718872070313,2026-08-21,put,46.65,263.3999938964844,0.18111124714395435,JNJ
JNJ260828P00185000,185.0,0.66,0.0,0.51,0.5566450585937501,2026-08-28,put,0.255,263.3999938964844,0.18111124714395435,JNJ
JNJ260828P00190000,190.0,0.49,0.0,0.32,0.5380905566406251,2026-08-28,put,0.16,263.3999938964844,0.18111124714395435,JNJ
JNJ260828P00195000,195.0,0.42,0.0,0.4,0.5195360546875,2026-08-28,put,0.2,263.3999938964844,0.18111124714395435,JNJ
JNJ260828P00200000,200.0,0.83,0.01,0.28,0.454107021484375,2026-08-28,put,0.14500000000000002,263.3999938964844,0.18111124714395435,JNJ
JNJ260828P00205000,205.0,1.14,0.0,0.58,0.4760794580078125,2026-08-28,put,0.29,263.3999938964844,0.18111124714395435,JNJ
JNJ260828P00210000,210.0,0.92,0.03,0.86,0.47461462890625,2026-08-28,put,0.445,263.3999938964844,0.18111124714395435,JNJ
JNJ260828P00215000,215.0,1.05,0.15,0.72,0.4182187084960937,2026-08-28,put,0.435,263.3999938964844,0.18111124714395435,JNJ
JNJ260828P00220000,220.0,0.39,0.03,0.75,0.38281867187499996,2026-08-28,put,0.39,263.3999938964844,0.18111124714395435,JNJ
JNJ260828P00225000,225.0,0.32,0.0,0.57,0.3242255078124999,2026-08-28,put,0.285,263.3999938964844,0.18111124714395435,JNJ
JNJ260828P00230000,230.0,0.65,0.31,0.84,0.3143379113769531,2026-08-28,put,0.575,263.3999938964844,0.18111124714395435,JNJ
JNJ260828P00235000,235.0,0.92,0.82,1.15,0.29920134399414056,2026-08-28,put,0.9849999999999999,263.3999938964844,0.18111124714395435,JNJ
JNJ260828P00240000,240.0,1.36,1.22,1.62,0.2866282275390625,2026-08-28,put,1.42,263.3999938964844,0.18111124714395435,JNJ
JNJ260828P00245000,245.0,2.08,1.85,2.34,0.27735097656249996,2026-08-28,put,2.0949999999999998,263.3999938964844,0.18111124714395435,JNJ
JNJ260828P00250000,250.0,3.78,2.3,3.5,0.2749095947265625,2026-08-28,put,2.9,263.3999938964844,0.18111124714395435,JNJ
JNJ260828P00255000,255.0,4.6,3.55,4.8,0.2642285491943359,2026-08-28,put,4.175,263.3999938964844,0.18111124714395435,JNJ
JNJ260828P00260000,260.0,6.19,5.35,6.75,0.2618482019042969,2026-08-28,put,6.05,263.3999938964844,0.18111124714395435,JNJ
JNJ260828P00265000,265.0,8.72,7.8,9.35,0.2651440673828125,2026-08-28,put,8.575,263.3999938964844,0.18111124714395435,JNJ
JNJ260828P00270000,270.0,15.22,10.85,12.9,0.2843089147949218,2026-08-28,put,11.875,263.3999938964844,0.18111124714395435,JNJ
JNJ260828P00290000,290.0,37.9,26.55,29.35,0.3407048352050781,2026-08-28,put,27.950000000000003,263.3999938964844,0.18111124714395435,JNJ
JNJ260828P00300000,300.0,42.3,36.0,38.85,0.38611453735351553,2026-08-28,put,37.425,263.3999938964844,0.18111124714395435,JNJ
JNJ260904P00200000,200.0,0.84,0.02,0.4,0.43897045410156255,2026-09-04,put,0.21000000000000002,263.3999938964844,0.18111124714395435,JNJ
JNJ260904P00210000,210.0,0.95,0.05,0.88,0.4343318286132813,2026-09-04,put,0.465,263.3999938964844,0.18111124714395435,JNJ
JNJ260904P00235000,235.0,1.09,0.74,2.03,0.32349309326171866,2026-09-04,put,1.3849999999999998,263.3999938964844,0.18111124714395435,JNJ
JNJ260904P00240000,240.0,1.75,1.16,2.07,0.28357650024414055,2026-09-04,put,1.6149999999999998,263.3999938964844,0.18111124714395435,JNJ
JNJ260904P00255000,255.0,5.43,3.95,5.55,0.26392337646484376,2026-09-04,put,4.75,263.3999938964844,0.18111124714395435,JNJ
JNJ260904P00260000,260.0,6.93,5.9,7.75,0.2674023455810547,2026-09-04,put,6.825,263.3999938964844,0.18111124714395435,JNJ
JNJ260904P00295000,295.0,36.85,30.8,34.8,0.3626772717285156,2026-09-04,put,32.8,263.3999938964844,0.18111124714395435,JNJ
